Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Category,Price_Category
FDU20,19.35,Regular,0.021439694,Fruits and Vegetables,119.7098,OUT013,1987,High,Tier 3,Supermarket Type1,1325.6078,38,FD,Medium
FDK09,15.2,Low Fat,0.153592956,Snack Foods,228.0352,OUT010,1998,Medium,Tier 3,Grocery Store,458.0704,27,FD,Very High
FDY57,20.2,Regular,0.121231308,Snack Foods,97.5752,OUT035,2004,Small,Tier 2,Supermarket Type1,1534.0032,21,FD,Low
FDD51,11.15,Low Fat,0.119371835,Dairy,45.2744,OUT027,1985,Medium,Tier 3,Supermarket Type3,905.488,40,FD,Low
FDA49,19.7,Low Fat,0.064607378,Canned,87.4198,OUT027,1985,Medium,Tier 3,Supermarket Type3,2267.7148,40,FD,Low
FDG33,5.365,Regular,0.14024028,Seafood,171.0764,OUT046,1997,Small,Tier 1,Supermarket Type1,3263.7516,28,FD,High
FDG35,21.2,Regular,0.075183515,Starchy Foods,173.6738,OUT049,1999,Medium,Tier 1,Supermarket Type1,2954.1546,26,FD,High
FDC52,11.15,Regular,0.008296692,Dairy,150.6708,OUT045,2002,Medium,Tier 2,Supermarket Type1,2106.5912,23,FD,High
FDS34,19.35,Regular,0.077193256,Snack Foods,112.7518,OUT017,2007,Medium,Tier 2,Supermarket Type1,683.1108,18,FD,Medium
NCY05,13.5,Low Fat,0.055075504,Health and Hygiene,33.3874,OUT049,1999,Medium,Tier 1,Supermarket Type1,282.2992,26,NC,Low
FDO46,9.6,Regular,0.014209811,Snack Foods,188.1872,OUT035,2004,Small,Tier 2,Supermarket Type1,1701.7848,21,FD,High
FDY20,12.5,Regular,0.081879864,Fruits and Vegetables,91.7488,OUT049,1999,Medium,Tier 1,Supermarket Type1,1358.232,26,FD,Low
FDA13,15.85,Low Fat,0.078540095,Canned,36.3506,OUT035,2004,Small,Tier 2,Supermarket Type1,607.2096,21,FD,Low
FDS04,10.195,Regular,0.146540889,Frozen Foods,141.7838,OUT013,1987,High,Tier 3,Supermarket Type1,1685.8056,38,FD,Medium
FDU51,20.2,Regular,0.097059596,Meat,178.6028,OUT017,2007,Medium,Tier 2,Supermarket Type1,2302.3364,18,FD,High
FDK50,7.96,Low Fat,0.028478742,Canned,161.8894,OUT018,2009,Medium,Tier 3,Supermarket Type2,2750.4198,16,FD,High
FDO60,20,Low Fat,0.034340926,Baking Goods,45.4086,OUT013,1987,High,Tier 3,Supermarket Type1,981.3892,38,FD,Low
FDM13,6.425,Low Fat,0.063532672,Breakfast,133.0626,OUT017,2007,Medium,Tier 2,Supermarket Type1,1442.7886,18,FD,Medium
FDU12,15.5,Regular,0.075384242,Baking Goods,262.7568,OUT027,1985,Medium,Tier 3,Supermarket Type3,7646.0472,40,FD,Very High
NCG54,12.1,Low Fat,0.080131363,Household,170.9106,OUT018,2009,Medium,Tier 3,Supermarket Type2,1539.9954,16,NC,High
FDH40,11.6,Regular,0.132111921,Frozen Foods,82.2276,OUT010,1998,Medium,Tier 3,Grocery Store,243.6828,27,FD,Low
NCI06,11.3,Low Fat,0.083547515,Household,179.166,OUT019,1985,Small,Tier 1,Grocery Store,359.532,40,NC,High
FDA58,9.395,Low Fat,0.103731617,Snack Foods,236.9932,OUT035,2004,Small,Tier 2,Supermarket Type1,4242.4776,21,FD,Very High
FDJ02,17.2,Regular,0.025309134,Canned,147.0418,OUT017,2007,Medium,Tier 2,Supermarket Type1,2354.2688,18,FD,Medium
FDP21,7.42,Regular,0.0258457,Snack Foods,188.9872,OUT018,2009,Medium,Tier 3,Supermarket Type2,2458.1336,16,FD,High
FDN57,18.25,Low Fat,0.054223942,Snack Foods,142.0154,OUT035,2004,Small,Tier 2,Supermarket Type1,2127.231,21,FD,Medium
FDV26,20.25,Regular,0.075791641,Dairy,193.3794,OUT027,1985,Medium,Tier 3,Supermarket Type3,8388.4142,40,FD,High
FDZ21,17.6,Regular,0.03928284,Snack Foods,94.641,OUT049,1999,Medium,Tier 1,Supermarket Type1,2799.689,26,FD,Low
FDG21,17.35,Regular,0.145591438,Seafood,148.705,OUT027,1985,Medium,Tier 3,Supermarket Type3,1797.66,40,FD,Medium
FDF26,6.825,Regular,0.046824729,Canned,155.1998,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.7968,16,FD,High
FDC39,7.405,Low Fat,0.159062948,Dairy,208.9296,OUT013,1987,High,Tier 3,Supermarket Type1,2700.4848,38,FD,Very High
FDQ24,15.7,Low Fat,0.073966786,Baking Goods,250.5724,OUT018,2009,Medium,Tier 3,Supermarket Type2,4026.7584,16,FD,Very High
FDC41,15.6,Low Fat,0.117574554,Frozen Foods,75.667,OUT017,2007,Medium,Tier 2,Supermarket Type1,1301.639,18,FD,Low
NCO14,9.6,Low Fat,0.049617765,Household,44.2086,OUT010,1998,Medium,Tier 3,Grocery Store,44.6086,27,NC,Low
FDE05,10.895,Regular,0.032296886,Frozen Foods,144.0102,OUT027,1985,Medium,Tier 3,Supermarket Type3,5394.9774,40,FD,Medium
FDW52,14,Regular,0.037340835,Frozen Foods,163.1526,OUT027,1985,Medium,Tier 3,Supermarket Type3,3946.8624,40,FD,High
FDL36,15.1,Low Fat,0.075707087,Baking Goods,88.183,OUT027,1985,Medium,Tier 3,Supermarket Type3,1438.128,40,FD,Low
FDS04,10.195,Regular,0.146635206,Frozen Foods,139.0838,OUT035,2004,Small,Tier 2,Supermarket Type1,3652.5788,21,FD,Medium
NCC18,19.1,LF,0.177545624,Household,172.4422,OUT049,1999,Medium,Tier 1,Supermarket Type1,3621.2862,26,NC,High
FDN01,8.895,LF,0.072693696,Breakfast,175.937,OUT018,2009,Medium,Tier 3,Supermarket Type2,529.311,16,FD,High
FDY02,8.945,Regular,0.146701312,Dairy,262.291,OUT010,1998,Medium,Tier 3,Grocery Store,1314.955,27,FD,Very High
FDV15,10.3,Low Fat,0.146999264,Meat,103.7648,OUT017,2007,Medium,Tier 2,Supermarket Type1,2804.3496,18,FD,Medium
FDC34,16,Regular,0.173109453,Snack Foods,155.2972,OUT045,2002,Medium,Tier 2,Supermarket Type1,3894.93,23,FD,High
FDX10,6.385,reg,0.124410284,Snack Foods,34.3874,OUT017,2007,Medium,Tier 2,Supermarket Type1,388.1614,18,FD,Low
NCF19,13,Low Fat,0.035079516,Household,47.9034,OUT013,1987,High,Tier 3,Supermarket Type1,583.2408,38,NC,Low
FDE17,20.1,Regular,0.054763518,Frozen Foods,150.9366,OUT017,2007,Medium,Tier 2,Supermarket Type1,3476.1418,18,FD,High
FDJ08,11.1,Low Fat,0.111122936,Fruits and Vegetables,189.2846,OUT018,2009,Medium,Tier 3,Supermarket Type2,3630.6074,16,FD,High
NCN53,5.175,Low Fat,0.030330202,Health and Hygiene,35.4874,OUT013,1987,High,Tier 3,Supermarket Type1,388.1614,38,NC,Low
FDC16,11.5,Regular,0.076700853,Dairy,88.254,OUT046,1997,Small,Tier 1,Supermarket Type1,1298.31,28,FD,Low
FDO15,16.75,Regular,0.008601441,Meat,73.7038,OUT018,2009,Medium,Tier 3,Supermarket Type2,1404.1722,16,FD,Low
FDQ23,6.55,low fat,0.024407061,Breads,102.3332,OUT027,1985,Medium,Tier 3,Supermarket Type3,1948.1308,40,FD,Medium
DRF37,17.25,Low Fat,0.084262458,Soft Drinks,261.591,OUT013,1987,High,Tier 3,Supermarket Type1,3418.883,38,DR,Very High
FDN40,5.88,Low Fat,0.08644044,Frozen Foods,155.3998,OUT035,2004,Small,Tier 2,Supermarket Type1,2153.1972,21,FD,High
FDN24,14.1,LF,0.112718928,Baking Goods,54.2956,OUT027,1985,Medium,Tier 3,Supermarket Type3,1310.2944,40,FD,Low
FDF16,7.3,Low Fat,0.086619573,Frozen Foods,147.6076,OUT017,2007,Medium,Tier 2,Supermarket Type1,3251.7672,18,FD,Medium
FDH27,7.075,Low Fat,0.058437653,Dairy,143.0128,OUT049,1999,Medium,Tier 1,Supermarket Type1,1150.5024,26,FD,Medium
FDY52,6.365,Low Fat,0.06980413,Frozen Foods,59.7536,OUT017,2007,Medium,Tier 2,Supermarket Type1,980.0576,18,FD,Low
NCH55,16.35,Low Fat,0.034504414,Household,125.202,OUT027,1985,Medium,Tier 3,Supermarket Type3,2783.044,40,NC,Medium
NCH18,9.3,LF,0.044652785,Household,247.0802,OUT035,2004,Small,Tier 2,Supermarket Type1,1228.401,21,NC,Very High
DRC01,5.92,Regular,0.019184026,Soft Drinks,50.3692,OUT013,1987,High,Tier 3,Supermarket Type1,591.2304,38,DR,Low
NCO14,9.6,Low Fat,0.029638267,Household,42.6086,OUT035,2004,Small,Tier 2,Supermarket Type1,133.8258,21,NC,Low
DRG39,14.15,Low Fat,0.042180995,Dairy,52.0982,OUT046,1997,Small,Tier 1,Supermarket Type1,578.5802,28,DR,Low
DRK13,11.8,Low Fat,0.11507174,Soft Drinks,198.2084,OUT013,1987,High,Tier 3,Supermarket Type1,3769.7596,38,DR,High
FDD41,6.765,Regular,0.087437069,Frozen Foods,106.1306,OUT045,2002,Medium,Tier 2,Supermarket Type1,1672.4896,23,FD,Medium
FDQ19,7.35,Regular,0.014295564,Fruits and Vegetables,242.6512,OUT027,1985,Medium,Tier 3,Supermarket Type3,12117.56,40,FD,Very High
FDX58,13.15,LF,0.073251428,Snack Foods,181.695,OUT010,1998,Medium,Tier 3,Grocery Store,549.285,27,FD,High
FDK40,7.035,Low Fat,0.021743592,Frozen Foods,263.191,OUT027,1985,Medium,Tier 3,Supermarket Type3,6574.775,40,FD,Very High
FDI52,18.7,Low Fat,0.10527024,Frozen Foods,122.9072,OUT017,2007,Medium,Tier 2,Supermarket Type1,490.0288,18,FD,Medium
FDT28,13.3,Low Fat,0.063513272,Frozen Foods,149.9708,OUT013,1987,High,Tier 3,Supermarket Type1,2106.5912,38,FD,Medium
FDH52,9.42,Regular,0.044151435,Frozen Foods,61.5194,OUT017,2007,Medium,Tier 2,Supermarket Type1,866.8716,18,FD,Low
FDZ38,17.6,LF,0.008001018,Dairy,170.4422,OUT046,1997,Small,Tier 1,Supermarket Type1,2759.0752,28,FD,High
FDF12,8.235,Low Fat,0.0828941,Baking Goods,149.3076,OUT017,2007,Medium,Tier 2,Supermarket Type1,1921.4988,18,FD,Medium
NCE06,5.825,Low Fat,0.091042211,Household,162.6894,OUT027,1985,Medium,Tier 3,Supermarket Type3,2588.6304,40,NC,High
FDO45,13.15,Regular,0.038011783,Snack Foods,89.6856,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848,26,FD,Low
NCS18,12.65,Low Fat,0.042296724,Household,106.3938,OUT045,2002,Medium,Tier 2,Supermarket Type1,3751.783,23,NC,Medium
NCE54,20.7,Low Fat,0.02695441,Household,73.2354,OUT045,2002,Medium,Tier 2,Supermarket Type1,1504.708,23,NC,Low
FDB50,13,Low Fat,0.153930108,Canned,76.7986,OUT045,2002,Medium,Tier 2,Supermarket Type1,2648.5524,23,FD,Low
FDZ20,16.1,Low Fat,0.034376537,Fruits and Vegetables,256.1356,OUT045,2002,Medium,Tier 2,Supermarket Type1,6358.39,23,FD,Very High
FDB11,16,Low Fat,0.060971431,Starchy Foods,226.2404,OUT045,2002,Medium,Tier 2,Supermarket Type1,4725.8484,23,FD,Very High
FDU22,12.35,Low Fat,0.070865961,Snack Foods,118.9124,OUT013,1987,High,Tier 3,Supermarket Type1,3199.8348,38,FD,Medium
FDY48,14,Low Fat,0.023831558,Baking Goods,103.1332,OUT018,2009,Medium,Tier 3,Supermarket Type2,1948.1308,16,FD,Medium
NCP30,20.5,Low Fat,0.032762495,Household,40.0822,OUT035,2004,Small,Tier 2,Supermarket Type1,1257.0304,21,NC,Low
FDD08,8.3,Low Fat,0.035347676,Fruits and Vegetables,38.0506,OUT035,2004,Small,Tier 2,Supermarket Type1,531.3084,21,FD,Low
NCG42,19.2,Low Fat,0.041291929,Household,130.131,OUT049,1999,Medium,Tier 1,Supermarket Type1,1038.648,26,NC,Medium
NCT30,9.1,Low Fat,0.080747059,Household,46.9718,OUT017,2007,Medium,Tier 2,Supermarket Type1,850.8924,18,NC,Low
FDT37,14.15,Low Fat,0.035240817,Canned,255.5014,OUT013,1987,High,Tier 3,Supermarket Type1,5355.0294,38,FD,Very High
FDU04,7.93,Low Fat,0.005557062,Frozen Foods,122.1414,OUT049,1999,Medium,Tier 1,Supermarket Type1,2924.1936,26,FD,Medium
NCH30,17.1,Low Fat,0.067154053,Household,114.386,OUT046,1997,Small,Tier 1,Supermarket Type1,1245.046,28,NC,Medium
DRG37,16.2,Low Fat,0.019362306,Soft Drinks,154.6972,OUT013,1987,High,Tier 3,Supermarket Type1,1713.7692,38,DR,High
FDS13,6.465,LF,0.124506117,Canned,264.7884,OUT046,1997,Small,Tier 1,Supermarket Type1,3709.8376,28,FD,Very High
FDQ47,7.155,Regular,0.168871496,Breads,34.3874,OUT018,2009,Medium,Tier 3,Supermarket Type2,670.4606,16,FD,Low
FDY26,20.6,Regular,0.030504756,Dairy,212.6244,OUT035,2004,Small,Tier 2,Supermarket Type1,3599.3148,21,FD,Very High
FDB14,20.25,Regular,0.103142373,Canned,94.612,OUT018,2009,Medium,Tier 3,Supermarket Type2,652.484,16,FD,Low
FDV45,16.75,low fat,0.078872251,Snack Foods,189.5556,OUT019,1985,Small,Tier 1,Grocery Store,1126.5336,40,FD,High
FDR23,15.85,Low Fat,0.082120687,Breads,177.437,OUT018,2009,Medium,Tier 3,Supermarket Type2,5645.984,16,FD,High
NCS29,9,Low Fat,0.069487587,Health and Hygiene,266.6884,OUT013,1987,High,Tier 3,Supermarket Type1,3974.826,38,NC,Very High
FDK33,17.85,Low Fat,0.011180843,Snack Foods,213.456,OUT027,1985,Medium,Tier 3,Supermarket Type3,4261.12,40,FD,Very High
FDW24,6.8,low fat,0.037315469,Baking Goods,50.0034,OUT027,1985,Medium,Tier 3,Supermarket Type3,1992.7394,40,FD,Low
FDR08,18.7,Low Fat,0.037835765,Fruits and Vegetables,111.1886,OUT017,2007,Medium,Tier 2,Supermarket Type1,2334.9606,18,FD,Medium
FDB45,20.85,Low Fat,0.021312043,Fruits and Vegetables,104.9306,OUT013,1987,High,Tier 3,Supermarket Type1,2299.6732,38,FD,Medium
FDW32,18.35,Regular,0.094218363,Fruits and Vegetables,83.9882,OUT013,1987,High,Tier 3,Supermarket Type1,1202.4348,38,FD,Low
FDN21,18.6,Low Fat,0.076841095,Snack Foods,162.2236,OUT035,2004,Small,Tier 2,Supermarket Type1,2900.2248,21,FD,High
FDH56,9.8,Regular,0.063805139,Fruits and Vegetables,117.3492,OUT035,2004,Small,Tier 2,Supermarket Type1,810.9444,21,FD,Medium
FDQ07,15.1,Regular,0.087542757,Fruits and Vegetables,219.8456,OUT049,1999,Medium,Tier 1,Supermarket Type1,6189.2768,26,FD,Very High
FDU58,6.61,Regular,0.028871235,Snack Foods,188.7898,OUT027,1985,Medium,Tier 3,Supermarket Type3,2057.9878,40,FD,High
FDK36,7.09,LF,0.00720931,Baking Goods,48.1034,OUT013,1987,High,Tier 3,Supermarket Type1,1069.2748,38,FD,Low
NCG18,15.3,Low Fat,0.02286663,Household,102.8332,OUT027,1985,Medium,Tier 3,Supermarket Type3,2768.3964,40,NC,Medium
FDQ26,13.5,Regular,0.067543727,Dairy,57.2562,OUT027,1985,Medium,Tier 3,Supermarket Type3,2073.967,40,FD,Low
DRL47,19.7,Low Fat,0.038549197,Hard Drinks,127.5362,OUT027,1985,Medium,Tier 3,Supermarket Type3,1006.6896,40,DR,Medium
DRJ11,9.5,Low Fat,0.070546736,Hard Drinks,188.9872,OUT017,2007,Medium,Tier 2,Supermarket Type1,1323.6104,18,DR,High
FDB41,19,Regular,0.097709541,Frozen Foods,48.6718,OUT018,2009,Medium,Tier 3,Supermarket Type2,614.5334,16,FD,Low
NCA06,20.5,Low Fat,0.143283608,Household,37.919,OUT046,1997,Small,Tier 1,Supermarket Type1,183.095,28,NC,Low
NCZ41,19.85,Low Fat,0.064551885,Health and Hygiene,125.2704,OUT045,2002,Medium,Tier 2,Supermarket Type1,2127.8968,23,NC,Medium
NCD54,21.1,Low Fat,0.029173031,Household,145.7786,OUT017,2007,Medium,Tier 2,Supermarket Type1,1444.786,18,NC,Medium
FDM34,19,Low Fat,0.067120954,Snack Foods,132.9626,OUT027,1985,Medium,Tier 3,Supermarket Type3,3279.065,40,FD,Medium
FDL57,15.1,Regular,0.067020992,Snack Foods,260.3304,OUT013,1987,High,Tier 3,Supermarket Type1,5424.9384,38,FD,Very High
NCD30,19.7,Low Fat,0.026826919,Household,98.7726,OUT013,1987,High,Tier 3,Supermarket Type1,1859.5794,38,NC,Low
FDH17,16.2,Regular,0.01665334,Frozen Foods,97.3726,OUT046,1997,Small,Tier 1,Supermarket Type1,2055.3246,28,FD,Low
FDD57,18.1,Low Fat,0.022395357,Fruits and Vegetables,96.5094,OUT035,2004,Small,Tier 2,Supermarket Type1,1332.9316,21,FD,Low
FDC58,10.195,Low Fat,0.042113173,Snack Foods,42.5428,OUT018,2009,Medium,Tier 3,Supermarket Type2,878.856,16,FD,Low
FDX47,6.55,Regular,0.034604343,Breads,157.8288,OUT046,1997,Small,Tier 1,Supermarket Type1,2514.0608,28,FD,High
FDC50,15.85,Low Fat,0.136774734,Canned,94.4094,OUT045,2002,Medium,Tier 2,Supermarket Type1,1428.141,23,FD,Low
NCS53,14.5,Low Fat,0.089343433,Health and Hygiene,157.3604,OUT027,1985,Medium,Tier 3,Supermarket Type3,6021.4952,40,NC,High
FDY13,12.1,Low Fat,0.030250132,Canned,75.267,OUT018,2009,Medium,Tier 3,Supermarket Type2,612.536,16,FD,Low
FDP44,16.5,Regular,0.079698503,Fruits and Vegetables,100.6332,OUT035,2004,Small,Tier 2,Supermarket Type1,1537.998,21,FD,Medium
FDH60,19.7,Regular,0.141360118,Baking Goods,197.311,OUT019,1985,Small,Tier 1,Grocery Store,392.822,40,FD,High
FDR02,16.7,Low Fat,0.036933417,Dairy,109.1886,OUT010,1998,Medium,Tier 3,Grocery Store,222.3772,27,FD,Medium
FDK48,7.445,Low Fat,0.037449987,Baking Goods,76.7354,OUT027,1985,Medium,Tier 3,Supermarket Type3,2783.7098,40,FD,Low
FDO24,11.1,Low Fat,0.294948897,Baking Goods,159.0604,OUT010,1998,Medium,Tier 3,Grocery Store,792.302,27,FD,High
FDE20,11.35,Regular,0.005525913,Fruits and Vegetables,168.279,OUT013,1987,High,Tier 3,Supermarket Type1,2376.906,38,FD,High
FDM04,9.195,Regular,0.04712061,Frozen Foods,53.1666,OUT046,1997,Small,Tier 1,Supermarket Type1,768.999,28,FD,Low
NCH07,13.15,Low Fat,0.162248011,Household,160.4604,OUT019,1985,Small,Tier 1,Grocery Store,316.9208,40,NC,High
DRP35,18.85,Low Fat,0.090867297,Hard Drinks,127.3336,OUT046,1997,Small,Tier 1,Supermarket Type1,3962.8416,28,DR,Medium
FDO11,8,Regular,0.030264897,Breads,250.3092,OUT046,1997,Small,Tier 1,Supermarket Type1,6723.2484,28,FD,Very High
NCM30,19.1,Low Fat,0.067295406,Household,41.9796,OUT046,1997,Small,Tier 1,Supermarket Type1,701.7532,28,NC,Low
DRF27,8.93,Low Fat,0.02827966,Dairy,152.234,OUT027,1985,Medium,Tier 3,Supermarket Type3,1071.938,40,DR,High
NCR18,15.85,Low Fat,0.020388413,Household,44.4112,OUT027,1985,Medium,Tier 3,Supermarket Type3,767.0016,40,NC,Low
FDS48,15.15,Low Fat,0.027644732,Baking Goods,149.4708,OUT027,1985,Medium,Tier 3,Supermarket Type3,3159.8868,40,FD,Medium
FDO32,6.36,Low Fat,0.120731024,Fruits and Vegetables,46.506,OUT049,1999,Medium,Tier 1,Supermarket Type1,652.484,26,FD,Low
NCP05,19.6,Low Fat,0.025429614,Health and Hygiene,151.7024,OUT017,2007,Medium,Tier 2,Supermarket Type1,2884.2456,18,NC,High
FDF44,7.17,Regular,0.059438787,Fruits and Vegetables,130.9968,OUT027,1985,Medium,Tier 3,Supermarket Type3,4828.3816,40,FD,Medium
FDX56,17.1,Regular,0.074059474,Fruits and Vegetables,209.0638,OUT046,1997,Small,Tier 1,Supermarket Type1,3520.0846,28,FD,Very High
FDE46,18.6,Low Fat,0.015693328,Snack Foods,150.7366,OUT027,1985,Medium,Tier 3,Supermarket Type3,906.8196,40,FD,High
FDQ09,7.235,Low Fat,0.057850699,Snack Foods,113.2834,OUT027,1985,Medium,Tier 3,Supermarket Type3,4376.9692,40,FD,Medium
NCB54,8.76,Low Fat,0.050011058,Health and Hygiene,126.7336,OUT013,1987,High,Tier 3,Supermarket Type1,639.168,38,NC,Medium
NCV18,6.775,Low Fat,0.105225964,Household,84.225,OUT035,2004,Small,Tier 2,Supermarket Type1,3162.55,21,NC,Low
NCG55,16.25,Low Fat,0.039207025,Household,116.1176,OUT049,1999,Medium,Tier 1,Supermarket Type1,2633.9048,26,NC,Medium
FDV14,19.85,Low Fat,0.044489064,Dairy,89.4856,OUT035,2004,Small,Tier 2,Supermarket Type1,1054.6272,21,FD,Low
FDT31,19.75,Low Fat,0.012437935,Fruits and Vegetables,189.9872,OUT013,1987,High,Tier 3,Supermarket Type1,3781.744,38,FD,High
DRD12,6.96,Low Fat,0.077350112,Soft Drinks,91.4146,OUT045,2002,Medium,Tier 2,Supermarket Type1,638.5022,23,DR,Low
FDZ40,8.935,Low Fat,0.040346436,Frozen Foods,53.7298,OUT018,2009,Medium,Tier 3,Supermarket Type2,593.2278,16,FD,Low
DRI11,8.26,Low Fat,0.057585723,Hard Drinks,113.7834,OUT010,1998,Medium,Tier 3,Grocery Store,115.1834,27,DR,Medium
FDP23,6.71,Low Fat,0.03565903,Breads,218.3166,OUT045,2002,Medium,Tier 2,Supermarket Type1,1959.4494,23,FD,Very High
FDY02,8.945,Regular,0.087629354,Dairy,263.491,OUT035,2004,Small,Tier 2,Supermarket Type1,1840.937,21,FD,Very High
FDM03,12.65,Low Fat,0.065359555,Meat,107.8938,OUT046,1997,Small,Tier 1,Supermarket Type1,750.3566,28,FD,Medium
FDF35,15,Low Fat,0.154228739,Starchy Foods,107.3938,OUT049,1999,Medium,Tier 1,Supermarket Type1,750.3566,26,FD,Medium
DRM37,15.35,Low Fat,0.096943078,Soft Drinks,196.5768,OUT017,2007,Medium,Tier 2,Supermarket Type1,7685.9952,18,DR,High
NCV41,14.35,Low Fat,0.017065268,Health and Hygiene,109.5228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1768.3648,26,NC,Medium
NCK53,11.6,Low Fat,0.058957514,Health and Hygiene,100.8042,OUT027,1985,Medium,Tier 3,Supermarket Type3,3472.147,40,NC,Medium
FDW23,5.765,Low Fat,0.082178616,Baking Goods,37.0164,OUT045,2002,Medium,Tier 2,Supermarket Type1,540.6296,23,FD,Low
FDW12,8.315,Regular,0.035542581,Baking Goods,143.3444,OUT013,1987,High,Tier 3,Supermarket Type1,1596.5884,38,FD,Medium
FDG44,6.13,Low Fat,0.102171627,Fruits and Vegetables,53.8298,OUT035,2004,Small,Tier 2,Supermarket Type1,1024.6662,21,FD,Low
FDJ36,14.5,Regular,0.128235818,Baking Goods,104.1332,OUT035,2004,Small,Tier 2,Supermarket Type1,205.0664,21,FD,Medium
FDX55,15.1,low fat,0.0552059,Fruits and Vegetables,219.4166,OUT046,1997,Small,Tier 1,Supermarket Type1,6096.0648,28,FD,Very High
DRG13,17.25,Low Fat,0.037337632,Soft Drinks,163.7526,OUT018,2009,Medium,Tier 3,Supermarket Type2,3289.052,16,DR,High
NCD06,13,low fat,0.099242622,Household,46.306,OUT013,1987,High,Tier 3,Supermarket Type1,699.09,38,NC,Low
FDW22,9.695,Regular,0.030143704,Snack Foods,222.0114,OUT027,1985,Medium,Tier 3,Supermarket Type3,6207.9192,40,FD,Very High
FDD33,12.85,Low Fat,0.108412059,Fruits and Vegetables,233.2642,OUT045,2002,Medium,Tier 2,Supermarket Type1,3950.1914,23,FD,Very High
FDG24,7.975,Low Fat,0.014628382,Baking Goods,82.325,OUT035,2004,Small,Tier 2,Supermarket Type1,1331.6,21,FD,Low
FDE05,10.895,Regular,0.032454046,Frozen Foods,144.8102,OUT046,1997,Small,Tier 1,Supermarket Type1,3062.0142,28,FD,Medium
FDZ12,9.17,Low Fat,0.102978817,Baking Goods,144.947,OUT046,1997,Small,Tier 1,Supermarket Type1,4294.41,28,FD,Medium
FDX37,16.2,Low Fat,0.105498192,Canned,101.47,OUT010,1998,Medium,Tier 3,Grocery Store,399.48,27,FD,Medium
FDE44,14.65,Low Fat,0.171355643,Fruits and Vegetables,47.6692,OUT035,2004,Small,Tier 2,Supermarket Type1,739.038,21,FD,Low
FDS52,8.89,Low Fat,0.009585169,Frozen Foods,102.5016,OUT019,1985,Small,Tier 1,Grocery Store,101.2016,40,FD,Medium
FDO39,6.985,Regular,0.137926458,Meat,184.7608,OUT018,2009,Medium,Tier 3,Supermarket Type2,4042.7376,16,FD,High
FDI32,17.7,Low Fat,0.07371873,Fruits and Vegetables,115.0834,OUT045,2002,Medium,Tier 2,Supermarket Type1,2764.4016,23,FD,Medium
FDV28,16.1,Regular,0.06980413,Frozen Foods,35.1558,OUT017,2007,Medium,Tier 2,Supermarket Type1,339.558,18,FD,Low
NCP53,14.75,Low Fat,0.033076388,Health and Hygiene,237.2906,OUT017,2007,Medium,Tier 2,Supermarket Type1,3089.9778,18,NC,Very High
NCN43,12.15,Low Fat,0.006770252,Others,124.473,OUT049,1999,Medium,Tier 1,Supermarket Type1,1231.73,26,NC,Medium
NCI31,20,Low Fat,0.142393355,Others,36.419,OUT019,1985,Small,Tier 1,Grocery Store,109.857,40,NC,Low
FDK55,18.5,Low Fat,0.025813943,Meat,89.1172,OUT045,2002,Medium,Tier 2,Supermarket Type1,892.172,23,FD,Low
FDC17,12.15,Low Fat,0.015548178,Frozen Foods,211.2928,OUT017,2007,Medium,Tier 2,Supermarket Type1,5049.4272,18,FD,Very High
FDV28,16.1,Regular,0.159698192,Frozen Foods,32.0558,OUT035,2004,Small,Tier 2,Supermarket Type1,1018.674,21,FD,Low
FDY26,20.6,Regular,0.030634813,Dairy,212.9244,OUT018,2009,Medium,Tier 3,Supermarket Type2,2540.6928,16,FD,Very High
NCU06,17.6,Low Fat,0.074522745,Household,228.801,OUT049,1999,Medium,Tier 1,Supermarket Type1,3215.814,26,NC,Very High
FDV16,7.75,Regular,0.145200948,Frozen Foods,35.4558,OUT019,1985,Small,Tier 1,Grocery Store,135.8232,40,FD,Low
FDY31,5.98,Low Fat,0.043651198,Fruits and Vegetables,146.1418,OUT045,2002,Medium,Tier 2,Supermarket Type1,3089.9778,23,FD,Medium
DRE37,13.5,Low Fat,0.094366079,Soft Drinks,190.9872,OUT049,1999,Medium,Tier 1,Supermarket Type1,2836.308,26,DR,High
FDH33,12.85,Low Fat,0.121702394,Snack Foods,42.7428,OUT035,2004,Small,Tier 2,Supermarket Type1,703.0848,21,FD,Low
FDA46,13.6,Low Fat,0.117613212,Snack Foods,194.2136,OUT035,2004,Small,Tier 2,Supermarket Type1,2527.3768,21,FD,High
FDP12,9.8,Regular,0.045258247,Baking Goods,35.9874,OUT035,2004,Small,Tier 2,Supermarket Type1,282.2992,21,FD,Low
FDJ09,15,Low Fat,0.058485617,Snack Foods,44.7744,OUT049,1999,Medium,Tier 1,Supermarket Type1,679.116,26,FD,Low
NCS54,13.6,Low Fat,0.00994477,Household,177.837,OUT027,1985,Medium,Tier 3,Supermarket Type3,6528.169,40,NC,High
FDJ33,8.895,Regular,0.087894475,Snack Foods,121.173,OUT027,1985,Medium,Tier 3,Supermarket Type3,2586.633,40,FD,Medium
